q1,q2,cost,valid_flag,projection_error,dist_proj_to_goal_proj,stage2_pos_error,stage2_pose_error,o4_proj_x,o4_proj_y,o4_proj_z
-1.320500,0.565500,0.836735,1,0.200213,0.200213,0.191318,0.049480,0.325390,0.001151,0.277507
-1.320500,0.609000,0.806375,1,0.192478,0.192478,0.183817,0.047554,0.319412,0.001151,0.282893
-1.320500,0.652500,0.776965,1,0.184675,0.184675,0.176186,0.042760,0.313204,0.001151,0.288013
-1.320500,0.696000,0.745303,1,0.176810,0.176810,0.167453,0.038976,0.306780,0.001151,0.292859
-1.320500,0.739500,0.716431,1,0.168891,0.168891,0.159024,0.036209,0.300151,0.001151,0.297421
-1.320500,0.783000,0.690406,1,0.160926,0.160926,0.150970,0.034465,0.293330,0.001151,0.301690
-1.320500,0.826500,0.667282,1,0.152924,0.152924,0.143368,0.033750,0.286330,0.001151,0.305659
-1.320500,0.870000,0.647104,1,0.144894,0.144894,0.136312,0.030649,0.279164,0.001151,0.309319
-1.320500,0.913500,0.624602,1,0.136850,0.136850,0.127841,0.026967,0.271845,0.001151,0.312664
-1.320500,0.957000,0.604172,1,0.128805,0.128805,0.119504,0.024341,0.264388,0.001151,0.315688
-1.320500,1.000500,0.587004,1,0.120774,0.120774,0.111862,0.022777,0.256807,0.001151,0.318385
-1.320500,1.044000,0.573135,1,0.112779,0.112779,0.105082,0.022279,0.249115,0.001151,0.320750
-1.320500,1.087500,0.560542,1,0.104844,0.104844,0.098316,0.021696,0.241328,0.001151,0.322778
-1.320500,1.131000,0.546769,1,0.097001,0.097001,0.090214,0.018292,0.233460,0.001151,0.324465
-1.320500,1.174500,0.536558,1,0.089291,0.089291,0.083268,0.015976,0.225526,0.001151,0.325808
-1.320500,1.218000,0.529933,1,0.081768,0.081768,0.077804,0.014751,0.217541,0.001151,0.326806
-1.320500,1.261500,0.523133,1,0.074505,0.074505,0.071566,0.014621,0.209521,0.001151,0.327455
-1.320500,1.305000,0.516852,1,0.067601,0.067601,0.064865,0.015587,0.201479,0.001151,0.327754
-1.320500,1.348500,0.514359,1,0.061195,0.061195,0.060312,0.013245,0.193433,0.001151,0.327704
-1.320500,1.392000,0.513196,1,0.055472,0.055472,0.056267,0.011362,0.185396,0.001151,0.327304
-1.320500,1.435500,0.518864,1,0.050677,0.050677,0.050611,0.010591,0.177384,0.001151,0.326555
-1.320500,1.479000,0.544090,1,0.047104,0.047104,0.048117,0.010932,0.169412,0.001151,0.325458
-1.320500,1.522500,0.585004,1,0.045054,0.045054,0.045172,0.012387,0.161496,0.001151,0.324015
-1.320500,1.566000,0.641818,1,0.044738,0.044738,0.041932,0.011995,0.153649,0.001151,0.322230
-1.320500,1.609500,0.718275,1,0.046195,0.046195,0.042927,0.010620,0.145888,0.001151,0.320105
-1.320500,1.653000,0.807428,1,0.049264,0.049264,0.039993,0.010365,0.138227,0.001151,0.317644
-1.320500,1.696500,0.915448,1,0.053663,0.053663,0.040564,0.011231,0.130679,0.001151,0.314853
-1.320500,1.740000,1.040402,1,0.059091,0.059091,0.042278,0.013215,0.123261,0.001151,0.311736
-1.285750,-1.740000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
