time_from_start,trunk_joint1_pos,trunk_joint2_pos,trunk_joint3_pos,trunk_joint4_pos,trunk_joint1_vel,trunk_joint2_vel,trunk_joint3_vel,trunk_joint4_vel,trunk_joint1_acc,trunk_joint2_acc,trunk_joint3_acc,trunk_joint4_acc
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
