t,stage_id,trunk_joint1,trunk_joint2,trunk_joint3,trunk_joint4,dtrunk_joint1,dtrunk_joint2,dtrunk_joint3,dtrunk_joint4,ddtrunk_joint1,ddtrunk_joint2,ddtrunk_joint3,ddtrunk_joint4
3.960000,2,-1.029222,-0.226778,-0.356061,0.228343,0.000000,0.000000,0.599550,0.152125,0.000000,0.000000,-0.541195,-0.137318
3.980000,2,-1.029222,-0.226778,-0.344179,0.231358,0.000000,0.000000,0.588542,0.149332,0.000000,0.000000,-0.559517,-0.141967
4.000000,2,-1.029222,-0.226778,-0.332521,0.234316,0.000000,0.000000,0.577174,0.146447,0.000000,0.000000,-0.577174,-0.146447
4.020000,2,-1.029222,-0.226778,-0.321094,0.237215,0.000000,0.000000,0.565460,0.143475,0.000000,0.000000,-0.594139,-0.150752
4.040000,2,-1.029222,-0.226778,-0.309905,0.240054,0.000000,0.000000,0.553413,0.140418,0.000000,0.000000,-0.610383,-0.154873
4.060000,2,-1.029222,-0.226778,-0.298960,0.242831,0.000000,0.000000,0.541050,0.137281,0.000000,0.000000,-0.625878,-0.158805
4.080000,2,-1.029222,-0.226778,-0.288265,0.245545,0.000000,0.000000,0.528384,0.134067,0.000000,0.000000,-0.640599,-0.162540
4.100000,2,-1.029222,-0.226778,-0.277827,0.248193,0.000000,0.000000,0.515431,0.130781,0.000000,0.000000,-0.654516,-0.166071
4.120000,2,-1.029222,-0.226778,-0.267650,0.250775,0.000000,0.000000,0.502208,0.127426,0.000000,0.000000,-0.667601,-0.169391
4.140000,2,-1.029222,-0.226778,-0.257740,0.253290,0.000000,0.000000,0.488733,0.124007,0.000000,0.000000,-0.679828,-0.172494
4.160000,2,-1.029222,-0.226778,-0.248102,0.255735,0.000000,0.000000,0.475021,0.120528,0.000000,0.000000,-0.691168,-0.175371
4.180000,2,-1.029222,-0.226778,-0.238740,0.258111,0.000000,0.000000,0.461092,0.116994,0.000000,0.000000,-0.701595,-0.178017
4.200000,2,-1.029222,-0.226778,-0.229660,0.260415,0.000000,0.000000,0.446964,0.113409,0.000000,0.000000,-0.711079,-0.180423
4.220000,2,-1.029222,-0.226778,-0.220863,0.262647,0.000000,0.000000,0.432655,0.109778,0.000000,0.000000,-0.719593,-0.182583
4.240000,2,-1.029222,-0.226778,-0.212354,0.264806,0.000000,0.000000,0.418187,0.106107,0.000000,0.000000,-0.727110,-0.184491
4.260000,2,-1.029222,-0.226778,-0.204137,0.266891,0.000000,0.000000,0.403578,0.102400,0.000000,0.000000,-0.733602,-0.186138
4.280000,2,-1.029222,-0.226778,-0.196212,0.268901,0.000000,0.000000,0.388850,0.098663,0.000000,0.000000,-0.739042,-0.187518
4.300000,2,-1.029222,-0.226778,-0.188583,0.270837,0.000000,0.000000,0.374023,0.094901,0.000000,0.000000,-0.743400,-0.188624
4.320000,2,-1.029222,-0.226778,-0.181252,0.272697,0.000000,0.000000,0.359121,0.091120,0.000000,0.000000,-0.746651,-0.189449
4.340000,2,-1.029222,-0.226778,-0.174219,0.274482,0.000000,0.000000,0.344165,0.087325,0.000000,0.000000,-0.748766,-0.189985
4.360000,2,-1.029222,-0.226778,-0.167485,0.276190,0.000000,0.000000,0.329178,0.083523,0.000000,0.000000,-0.749717,-0.190227
4.380000,2,-1.029222,-0.226778,-0.161052,0.277823,0.000000,0.000000,0.314184,0.079718,0.000000,0.000000,-0.749477,-0.190166
4.400000,2,-1.029222,-0.226778,-0.154918,0.279379,0.000000,0.000000,0.299207,0.075918,0.000000,0.000000,-0.748018,-0.189796
4.420000,2,-1.029222,-0.226778,-0.149083,0.280860,0.000000,0.000000,0.284272,0.072129,0.000000,0.000000,-0.745312,-0.189109
4.440000,2,-1.029222,-0.226778,-0.143547,0.282264,0.000000,0.000000,0.269403,0.068356,0.000000,0.000000,-0.741332,-0.188099
4.460000,2,-1.029222,-0.226778,-0.138306,0.283594,0.000000,0.000000,0.254627,0.064607,0.000000,0.000000,-0.736049,-0.186759
4.480000,2,-1.029222,-0.226778,-0.133361,0.284849,0.000000,0.000000,0.239970,0.060888,0.000000,0.000000,-0.729437,-0.185081
4.500000,2,-1.029222,-0.226778,-0.128707,0.286030,0.000000,0.000000,0.225459,0.057206,0.000000,0.000000,-0.721468,-0.183059
4.520000,2,-1.029222,-0.226778,-0.124341,0.287137,0.000000,0.000000,0.211121,0.053568,0.000000,0.000000,-0.712113,-0.180685
4.540000,2,-1.029222,-0.226778,-0.120260,0.288173,0.000000,0.000000,0.196984,0.049981,0.000000,0.000000,-0.701345,-0.177953
4.560000,2,-1.029222,-0.226778,-0.116460,0.289137,0.000000,0.000000,0.183076,0.046452,0.000000,0.000000,-0.689137,-0.174856
4.580000,2,-1.029222,-0.226778,-0.112936,0.290031,0.000000,0.000000,0.169428,0.042989,0.000000,0.000000,-0.675460,-0.171385
4.600000,2,-1.029222,-0.226778,-0.109681,0.290857,0.000000,0.000000,0.156068,0.039599,0.000000,0.000000,-0.660287,-0.167536
4.620000,2,-1.029222,-0.226778,-0.106691,0.291616,0.000000,0.000000,0.143027,0.036290,0.000000,0.000000,-0.643591,-0.163299
4.640000,2,-1.029222,-0.226778,-0.103958,0.292309,0.000000,0.000000,0.130335,0.033070,0.000000,0.000000,-0.625343,-0.158669
4.660000,2,-1.029222,-0.226778,-0.101475,0.292939,0.000000,0.000000,0.118023,0.029946,0.000000,0.000000,-0.605516,-0.153638
4.680000,2,-1.029222,-0.226778,-0.099234,0.293508,0.000000,0.000000,0.106125,0.026927,0.000000,0.000000,-0.584082,-0.148200
4.700000,2,-1.029222,-0.226778,-0.097227,0.294017,0.000000,0.000000,0.094671,0.024021,0.000000,0.000000,-0.561013,-0.142347
4.720000,2,-1.029222,-0.226778,-0.095444,0.294469,0.000000,0.000000,0.083695,0.021236,0.000000,0.000000,-0.536283,-0.136072
4.740000,2,-1.029222,-0.226778,-0.093876,0.294867,0.000000,0.000000,0.073231,0.018581,0.000000,0.000000,-0.509862,-0.129368
4.760000,2,-1.029222,-0.226778,-0.092511,0.295214,0.000000,0.000000,0.063312,0.016064,0.000000,0.000000,-0.481723,-0.122228
4.780000,2,-1.029222,-0.226778,-0.091339,0.295511,0.000000,0.000000,0.053974,0.013695,0.000000,0.000000,-0.451840,-0.114646
4.800000,2,-1.029222,-0.226778,-0.090348,0.295762,0.000000,0.000000,0.045250,0.011481,0.000000,0.000000,-0.420183,-0.106614
4.820000,2,-1.029222,-0.226778,-0.089525,0.295971,0.000000,0.000000,0.037178,0.009433,0.000000,0.000000,-0.386725,-0.098124
4.840000,2,-1.029222,-0.226778,-0.088856,0.296141,0.000000,0.000000,0.029794,0.007560,0.000000,0.000000,-0.351439,-0.089171
4.860000,2,-1.029222,-0.226778,-0.088328,0.296275,0.000000,0.000000,0.023133,0.005870,0.000000,0.000000,-0.314297,-0.079747
4.880000,2,-1.029222,-0.226778,-0.087926,0.296377,0.000000,0.000000,0.017234,0.004373,0.000000,0.000000,-0.275271,-0.069845
4.900000,2,-1.029222,-0.226778,-0.087634,0.296451,0.000000,0.000000,0.012135,0.003079,0.000000,0.000000,-0.234333,-0.059458
4.920000,2,-1.029222,-0.226778,-0.087435,0.296502,0.000000,0.000000,0.007874,0.001998,0.000000,0.000000,-0.191456,-0.048578
4.940000,2,-1.029222,-0.226778,-0.087313,0.296533,0.000000,0.000000,0.004490,0.001139,0.000000,0.000000,-0.146611,-0.037200
4.960000,2,-1.029222,-0.226778,-0.087249,0.296549,0.000000,0.000000,0.002023,0.000513,0.000000,0.000000,-0.099773,-0.025315
4.980000,2,-1.029222,-0.226778,-0.087226,0.296555,0.000000,0.000000,0.000513,0.000130,0.000000,0.000000,-0.050911,-0.012918
5.000000,2,-1.029222,-0.226778,-0.087222,0.296556,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000
