t,stage_id,trunk_joint1,trunk_joint2,trunk_joint3,trunk_joint4,dtrunk_joint1,dtrunk_joint2,dtrunk_joint3,dtrunk_joint4,ddtrunk_joint1,ddtrunk_joint2,ddtrunk_joint3,ddtrunk_joint4
4.720000,2,-0.854778,-0.401222,-0.112766,0.294469,0.000000,0.000000,0.082446,0.021236,0.000000,0.000000,-0.528278,-0.136072
4.740000,2,-0.854778,-0.401222,-0.111221,0.294867,0.000000,0.000000,0.072138,0.018581,0.000000,0.000000,-0.502252,-0.129368
4.760000,2,-0.854778,-0.401222,-0.109877,0.295214,0.000000,0.000000,0.062367,0.016064,0.000000,0.000000,-0.474534,-0.122228
4.780000,2,-0.854778,-0.401222,-0.108722,0.295511,0.000000,0.000000,0.053168,0.013695,0.000000,0.000000,-0.445096,-0.114646
4.800000,2,-0.854778,-0.401222,-0.107746,0.295762,0.000000,0.000000,0.044575,0.011481,0.000000,0.000000,-0.413911,-0.106614
4.820000,2,-0.854778,-0.401222,-0.106935,0.295971,0.000000,0.000000,0.036623,0.009433,0.000000,0.000000,-0.380953,-0.098124
4.840000,2,-0.854778,-0.401222,-0.106277,0.296141,0.000000,0.000000,0.029349,0.007560,0.000000,0.000000,-0.346194,-0.089171
4.860000,2,-0.854778,-0.401222,-0.105756,0.296275,0.000000,0.000000,0.022788,0.005870,0.000000,0.000000,-0.309606,-0.079747
4.880000,2,-0.854778,-0.401222,-0.105360,0.296377,0.000000,0.000000,0.016977,0.004373,0.000000,0.000000,-0.271162,-0.069845
4.900000,2,-0.854778,-0.401222,-0.105072,0.296451,0.000000,0.000000,0.011954,0.003079,0.000000,0.000000,-0.230835,-0.059458
4.920000,2,-0.854778,-0.401222,-0.104876,0.296502,0.000000,0.000000,0.007756,0.001998,0.000000,0.000000,-0.188598,-0.048578
4.940000,2,-0.854778,-0.401222,-0.104756,0.296533,0.000000,0.000000,0.004423,0.001139,0.000000,0.000000,-0.144423,-0.037200
4.960000,2,-0.854778,-0.401222,-0.104693,0.296549,0.000000,0.000000,0.001993,0.000513,0.000000,0.000000,-0.098283,-0.025315
4.980000,2,-0.854778,-0.401222,-0.104670,0.296555,0.000000,0.000000,0.000505,0.000130,0.000000,0.000000,-0.050152,-0.012918
5.000000,2,-0.854778,-0.401222,-0.104667,0.296556,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000
